Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479454/creeper/rohan-avriti,"Rohan Avriti - ""Creeper""",Print Creeper for Rohan Avriti by Ogilvy Bangalore - Surprisingly private property.,"Rohan Avriti - ""Creeper""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479518/deepika-padukone/yamaha,"Yamaha - ""Deepika Padukone""",Television & Cinema Deepika Padukone for Yamaha by DDB Mudra Group,"Yamaha - ""Deepika Padukone""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479530/small-acts/kerala-tourism,"Kerala Tourism - ""Small Acts""",Print Small Acts for Kerala Tourism by Stark Communications Pvt. Ltd.,"Kerala Tourism - ""Small Acts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479583/badi-badi-baatein/olx-in,"OLX.in - ""Badi Badi Baatein""",Television & Cinema Badi Badi Baatein for OLX.in by Saatchi & Saatchi,"OLX.in - ""Badi Badi Baatein""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479586/family/reliance,"Reliance - ""Family""",Television & Cinema Family for Reliance by Grey Group India,"Reliance - ""Family""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479620/cafe/micromax,"Micromax - ""Cafe""",Television & Cinema Cafe for Micromax by MullenLowe Lintas Group,"Micromax - ""Cafe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479621/car/micromax,"Micromax - ""Car""",Television & Cinema Car for Micromax by MullenLowe Lintas Group,"Micromax - ""Car""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479622/havells-geyser/havells,"Havells - ""Havells Geyser""",Television & Cinema Havells Geyser for Havells by MullenLowe Lintas Group,"Havells - ""Havells Geyser""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479623/funky-town/vespa,"Vespa - ""Funky Town""",Television & Cinema Funky Town for Vespa by Meridian Communications,"Vespa - ""Funky Town""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479661/yeh-hai-rishton-ka-time/dominos,"Domino's - ""Yeh Hai Rishton Ka Time""",Television Yeh Hai Rishton Ka Time for Domino's by Contract Advertising,"Domino's - ""Yeh Hai Rishton Ka Time""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479662/water-world/roma,"Roma - ""Water World""",Television Water World for Roma by Scarecrow M&C Saatchi,"Roma - ""Water World""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479663/forest/roma,"Roma - ""Forest""",Television Forest for Roma by Scarecrow M&C Saatchi,"Roma - ""Forest""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479664/pagoda/roma,"Roma - ""Pagoda""",Television Pagoda for Roma by Scarecrow M&C Saatchi,"Roma - ""Pagoda""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479677/gandhi-hitler/world-peace-day,"World Peace Day - ""Gandhi / Hitler""",Print Gandhi / Hitler for World Peace Day by I&I Advertising - Leader or Dictator CHOOSE!,"World Peace Day - ""Gandhi / Hitler""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479678/mandela-gaddafi/world-peace-day,"World Peace Day - ""Mandela / Gaddafi""",Print Mandela / Gaddafi for World Peace Day by I&I Advertising - Good or Bad CHOOSE!,"World Peace Day - ""Mandela / Gaddafi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479679/dalai-lama-saddam/world-peace-day,"World Peace Day - ""Dalai Lama / Saddam""",Print Dalai Lama / Saddam for World Peace Day by I&I Advertising - Love or Hate CHOOSE!,"World Peace Day - ""Dalai Lama / Saddam""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479680/obama-osama/world-peace-day,"World Peace Day - ""Obama / Osama""",Print Obama / Osama for World Peace Day by I&I Advertising - Peace or Violence CHOOSE!,"World Peace Day - ""Obama / Osama""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479733/buri-nazar-wale-tera-muh-kaala/set-wet,"Set Wet - ""Buri Nazar Wale, Tera Muh Kaala""","Television Buri Nazar Wale, Tera Muh Kaala for Set Wet by Taproot Dentsu - Very very sexy","Set Wet - ""Buri Nazar Wale, Tera Muh Kaala""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479738/join-the-team/vodafone,"Vodafone - ""Join the Team""",Television Join the Team for Vodafone by Ogilvy India,"Vodafone - ""Join the Team""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479789/camera/ebay,"eBay - ""Camera""",Television Camera for eBay by Law & Kenneth Communications,"eBay - ""Camera""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479791/flavours-without-borders/hippo-world-toasties,"Hippo World Toasties - ""Flavours Without Borders""",Television Flavours Without Borders for Hippo World Toasties by Creativeland Asia,"Hippo World Toasties - ""Flavours Without Borders""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479819/360/fujifilm,"Fujifilm - ""360""",Print 360 for Fujifilm by Grey Group India,"Fujifilm - ""360""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479821/live-the-weekend-life/quanto,"Quanto - ""Live the Weekend Life""",Television Live the Weekend Life for Quanto by Interface Communications Limited,"Quanto - ""Live the Weekend Life""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479841/rampwalk/myntra,"Myntra - ""Rampwalk""",Television Rampwalk for Myntra by Taproot Dentsu,"Myntra - ""Rampwalk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479869/shahrukh-and-saif/seagrams-royal-stag,"Seagram's Royal Stag - ""Shahrukh and Saif""",Television Shahrukh and Saif for Seagram's Royal Stag by Ogilvy India,"Seagram's Royal Stag - ""Shahrukh and Saif""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479906/deer/volkswagen,"Volkswagen - ""Deer""",Print Deer for Volkswagen by DDB Mudra - Cornering lights now standard on Touareg.,"Volkswagen - ""Deer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479907/rock/volkswagen,"Volkswagen - ""Rock""",Print Rock for Volkswagen by DDB Mudra - Cornering lights now standard on Touareg.,"Volkswagen - ""Rock""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479908/tree/volkswagen,"Volkswagen - ""Tree""",Print Tree for Volkswagen by DDB Mudra - Cornering lights now standard on Touareg.,"Volkswagen - ""Tree""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479910/diwali/tanishq,"Tanishq - ""Diwali""",Television Diwali for Tanishq by MullenLowe Lintas Group,"Tanishq - ""Diwali""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479922/water-saver-1/killer-jeans,"Killer Jeans - ""Water Saver 1""",Print Water Saver 1 for Killer Jeans by Grey Group India,"Killer Jeans - ""Water Saver 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479923/water-saver-3/killer-jeans,"Killer Jeans - ""Water Saver 3""",Print Water Saver 3 for Killer Jeans by Grey Group India,"Killer Jeans - ""Water Saver 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479924/water-saver-2/killer-jeans,"Killer Jeans - ""Water Saver 2""",Print Water Saver 2 for Killer Jeans by Grey Group India,"Killer Jeans - ""Water Saver 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479932/say-yes-to-less/panasonic,"Panasonic - ""Say Yes to Less""",Television Say Yes to Less for Panasonic by Black Pencil - Say Yes to Less. More to Life.,"Panasonic - ""Say Yes to Less""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479933/treadmill/karbonn,"Karbonn - ""Treadmill""",Television Treadmill for Karbonn by Taproot Dentsu,"Karbonn - ""Treadmill""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479934/drummer/karbonn,"Karbonn - ""Drummer""",Television Drummer for Karbonn by Taproot Dentsu,"Karbonn - ""Drummer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479935/table-tennis/karbonn,"Karbonn - ""Table Tennis""",Television Table Tennis for Karbonn by Taproot Dentsu,"Karbonn - ""Table Tennis""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479940/measles/fastrack,"Fastrack - ""Measles""",Television Measles for Fastrack by MullenLowe Lintas Group,"Fastrack - ""Measles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479942/its-spreading/fastrack,"Fastrack - ""It's Spreading""",Television It's Spreading for Fastrack by MullenLowe Lintas Group,"Fastrack - ""It's Spreading""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479967/maa-jaisa-koi-nahi/mother-dairy,"Mother Dairy - ""Maa Jaisa Koi Nahi""",Television Maa Jaisa Koi Nahi for Mother Dairy by Ogilvy India,"Mother Dairy - ""Maa Jaisa Koi Nahi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34479968/pyaar/pigeon,"Pigeon - ""Pyaar""",Television Pyaar for Pigeon by Grey Group India,"Pigeon - ""Pyaar""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480007/oreo-surprise/oreo,"Oreo - ""Oreo Surprise""",Television Oreo Surprise for Oreo by Interface Communications Limited,"Oreo - ""Oreo Surprise""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480010/saath-khao-khushiyaan-badhao/coca-cola,"Coca-Cola - ""Saath Khao, Khushiyaan Badhao""","Television Saath Khao, Khushiyaan Badhao for Coca-Cola by McCann Mumbai","Coca-Cola - ""Saath Khao, Khushiyaan Badhao""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480022/platinum-day-of-love/platinum-guild-international,"Platinum Guild International - ""Platinum Day of Love""",Television Platinum Day of Love for Platinum Guild International by Metal Communications,"Platinum Guild International - ""Platinum Day of Love""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480023/pottery/titan-raga,"Titan Raga - ""Pottery""",Television Pottery for Titan Raga by Ogilvy Bangalore,"Titan Raga - ""Pottery""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480050/godrej-security-solutions/godrej-security-solutions,"Godrej Security Solutions - ""Godrej Security Solutions""",Television Godrej Security Solutions for Godrej Security Solutions by  Wunderman Thompson South Asia - To demonstrate the brand’s role in the consume...,"Godrej Security Solutions - ""Godrej Security Solutions""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480056/ford-figo/ford,"Ford - ""Ford Figo""",Television Ford Figo for Ford by WPP Global Team Ford,"Ford - ""Ford Figo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480057/diwali/canon,"Canon - ""Diwali""",Television Diwali for Canon by Dentsu Marcom Pvt. Ltd.,"Canon - ""Diwali""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480136/beyond-the-obvious/acer,"Acer - ""Beyond the Obvious""",Television Beyond the Obvious for Acer by BBH Mumbai,"Acer - ""Beyond the Obvious""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480171/talk-1/aircel,"Aircel - ""Talk, 1""","Print Talk, 1 for Aircel by McCann New Dehli","Aircel - ""Talk, 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480174/talk-2/aircel,"Aircel - ""Talk, 2""","Print Talk, 2 for Aircel by McCann New Dehli","Aircel - ""Talk, 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480175/talk-3/aircel,"Aircel - ""Talk, 3""","Print Talk, 3 for Aircel by McCann New Dehli","Aircel - ""Talk, 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480176/talk-4/aircel,"Aircel - ""Talk, 4""","Print Talk, 4 for Aircel by McCann New Dehli","Aircel - ""Talk, 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480179/avg-advertising/avg-advertising,"AVG Advertising - ""AVG Advertising""","Logotype AVG Advertising for AVG Advertising by AVG Advertising - AVG is a creative agency providing you a wide range of creative solutions in print, adver...","AVG Advertising - ""AVG Advertising""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480182/i-found-my-song/mom-me,"Mom & Me - ""I Found My Song""",Web Film I Found My Song for Mom & Me by BLACK PICTURE CO. - The plan was to position the brand as aiding the wonderful plans of life. The film established...,"Mom & Me - ""I Found My Song""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480194/giving-is-magic/icici-bank,"ICICI Bank - ""Giving is Magic""",Television Giving is Magic for ICICI Bank by Ogilvy India,"ICICI Bank - ""Giving is Magic""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480294/classroom/the-hindu,"The Hindu - ""Classroom""",Television Classroom for The Hindu by Ogilvy Bangalore,"The Hindu - ""Classroom""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480295/hear-the-truth/jbl,"JBL - ""Hear the Truth""",Television Hear the Truth for JBL by Stirred Creative,"JBL - ""Hear the Truth""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480302/dominoes/chevrolet,"Chevrolet - ""Dominoes""",Television Dominoes for Chevrolet by McCann New Dehli,"Chevrolet - ""Dominoes""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480303/lost-wallet/samsung,"Samsung - ""Lost Wallet""",Television Lost Wallet for Samsung by Cheil India,"Samsung - ""Lost Wallet""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480329/one-is-enough/dixcy-scott,"Dixcy Scott - ""One is Enough""",Television One is Enough for Dixcy Scott by Leo Burnett India,"Dixcy Scott - ""One is Enough""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480331/beautiful-things/forest-essentials,"Forest Essentials - ""Beautiful Things""",Television Beautiful Things for Forest Essentials by Wieden + Kennedy - Beautiful things make beautiful things,"Forest Essentials - ""Beautiful Things""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480367/live-young-live-free/mahindra,"Mahindra - ""Live Young, Live Free""","Television Live Young, Live Free for Mahindra by Interface Communications Limited","Mahindra - ""Live Young, Live Free""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480368/more-bright-more-vivid-more-joy/sony,"Sony - ""More Bright, More Vivid, More Joy""","Television More Bright, More Vivid, More Joy for Sony by Hakuhodo Percept - make.believe","Sony - ""More Bright, More Vivid, More Joy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480393/leather-bag/lavie,"Lavie - ""Leather Bag""",Television Leather Bag for Lavie by TBWA\India,"Lavie - ""Leather Bag""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480394/you-and-me-together/windows-8,"Windows 8 - ""You and Me Together""",Television You and Me Together for Windows 8 by J. Walter Thompson Beijing,"Windows 8 - ""You and Me Together""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480438/magic/godrej-aer,"Godrej Aer - ""Magic""",Television Magic for Godrej Aer by Creativeland Asia,"Godrej Aer - ""Magic""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480451/cafe/quikr,"Quikr - ""Cafe""",Television Cafe for Quikr by Scarecrow M&C Saatchi,"Quikr - ""Cafe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480482/independence/cadbury,"Cadbury - ""Independence""",Television Independence for Cadbury by Contract Advertising,"Cadbury - ""Independence""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480506/army/dabur-chyawanprash,"Dabur Chyawanprash - ""Army""",Television Army for Dabur Chyawanprash by McCann New Dehli,"Dabur Chyawanprash - ""Army""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480556/two-faces-2/sankara,"Sankara - ""Two Faces, 2""","Print Two Faces, 2 for Sankara by Watercrab","Sankara - ""Two Faces, 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480557/two-faces-1/sankara,"Sankara - ""Two Faces, 1""","Print Two Faces, 1 for Sankara by Watercrab","Sankara - ""Two Faces, 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480602/hairstyles/vodafone,"Vodafone - ""Hairstyles""",Television Hairstyles for Vodafone by Ogilvy India,"Vodafone - ""Hairstyles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480605/tailor/vodafone,"Vodafone - ""Tailor""",Television Tailor for Vodafone by Ogilvy India,"Vodafone - ""Tailor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480620/diwali/idea-cellular,"Idea Cellular - ""Diwali""",Television Diwali for Idea Cellular by MullenLowe Lintas Group,"Idea Cellular - ""Diwali""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480641/water-saver/killer-jeans,"Killer Jeans - ""Water Saver""",Television Water Saver for Killer Jeans by Grey Group India,"Killer Jeans - ""Water Saver""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480642/we-for-you/angel-broking,"Angel Broking - ""We For You""",Television We For You for Angel Broking by Publicis India - Mumbai,"Angel Broking - ""We For You""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480690/africa/emirates,"Emirates - ""Africa""",Television Africa for Emirates by DDB Mudra,"Emirates - ""Africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480691/europe/emirates,"Emirates - ""Europe""",Television Europe for Emirates by DDB Mudra,"Emirates - ""Europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480692/america/emirates,"Emirates - ""America""",Television America for Emirates by DDB Mudra,"Emirates - ""America""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480834/moves-like-music/nissan,"Nissan - ""Moves Like Music""",Television Moves Like Music for Nissan by TBWA\India,"Nissan - ""Moves Like Music""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480836/chameleon/3m,"3M - ""Chameleon""",Print Chameleon for 3M by Grey Worldwide India (Pvt.) Limited.,"3M - ""Chameleon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480837/frog/3m,"3M - ""Frog""",Print Frog for 3M by Grey Worldwide India (Pvt.) Limited.,"3M - ""Frog""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480899/umpire/racold,"Racold - ""Umpire""",Television Umpire for Racold by BBDO India,"Racold - ""Umpire""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480937/the-clear-way-to-go/cleartrip,"Cleartrip - ""The Clear Way to Go""",Television The Clear Way to Go for Cleartrip by Wieden + Kennedy,"Cleartrip - ""The Clear Way to Go""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480938/flights/cleartrip,"Cleartrip - ""Flights""",Television Flights for Cleartrip by Wieden + Kennedy,"Cleartrip - ""Flights""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480939/hotels/cleartrip,"Cleartrip - ""Hotels""",Television Hotels for Cleartrip by Wieden + Kennedy,"Cleartrip - ""Hotels""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480940/trains/cleartrip,"Cleartrip - ""Trains""",Television Trains for Cleartrip by Wieden + Kennedy,"Cleartrip - ""Trains""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34480995/gym/vodafone,"Vodafone - ""Gym""",Television Gym for Vodafone by Ogilvy India,"Vodafone - ""Gym""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481051/discover-motherhood/babyoye-com,"Babyoye.com - ""Discover Motherhood""",Television Discover Motherhood for Babyoye.com by Contract Advertising,"Babyoye.com - ""Discover Motherhood""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481101/boyfriend/hero,"Hero - ""Boyfriend""",Television Boyfriend for Hero by J. Walter Thompson Delhi,"Hero - ""Boyfriend""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481118/captain/sona-chandi-chyawanprash,"Sona Chandi Chyawanprash - ""Captain""",Television Captain for Sona Chandi Chyawanprash by Scarecrow M&C Saatchi,"Sona Chandi Chyawanprash - ""Captain""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481119/soch/sona-chandi-chyawanprash,"Sona Chandi Chyawanprash - ""Soch""",Television Soch for Sona Chandi Chyawanprash by Scarecrow M&C Saatchi,"Sona Chandi Chyawanprash - ""Soch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481144/tanjore/google-chrome,"Google Chrome - ""Tanjore""",Television & Cinema Tanjore for Google Chrome by BBH Mumbai - The web is what you make of it,"Google Chrome - ""Tanjore""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481230/sit-down/cafe-coffee-day,"Cafe Coffee Day - ""Sit Down""",Television Sit Down for Cafe Coffee Day by Creativeland Asia,"Cafe Coffee Day - ""Sit Down""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481232/mature-love/tanishq,"Tanishq - ""Mature Love""",Television Mature Love for Tanishq by MullenLowe Lintas Group,"Tanishq - ""Mature Love""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481249/street/groupon,"Groupon - ""Street""",Television Street for Groupon by ideas@work - For the craziest deals in town,"Groupon - ""Street""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481250/restaurant/groupon,"Groupon - ""Restaurant""",Television Restaurant for Groupon by ideas@work - For the craziest deals in town,"Groupon - ""Restaurant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481251/holiday/groupon,"Groupon - ""Holiday""",Television Holiday for Groupon by ideas@work - For the craziest deals in town,"Groupon - ""Holiday""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481252/kitchen-birthday/groupon,"Groupon - ""Kitchen: Birthday""",Television Kitchen: Birthday for Groupon by ideas@work - For the craziest deals in town,"Groupon - ""Kitchen: Birthday""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481258/boy/volkswagen,"Volkswagen - ""Boy""",Print Boy for Volkswagen by DDB Mudra,"Volkswagen - ""Boy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34481259/girl/volkswagen,"Volkswagen - ""Girl""",Print Girl for Volkswagen by DDB Mudra,"Volkswagen - ""Girl""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
