Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454772/biceps/myoplex,"Myoplex - ""Biceps""",Print Biceps for Myoplex by McKinney - Power to the People,"Myoplex - ""Biceps""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454773/quads/myoplex,"Myoplex - ""Quads""",Print Quads for Myoplex by McKinney - Power to the People,"Myoplex - ""Quads""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454774/glutes/myoplex,"Myoplex - ""Glutes""",Print Glutes for Myoplex by McKinney - Power to the People,"Myoplex - ""Glutes""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454804/debbie-phelps/johnson-johnson,"Johnson & Johnson - ""Debbie Phelps""",Television & Cinema Debbie Phelps for Johnson & Johnson by MullenLowe New York - Thanks Mom,"Johnson & Johnson - ""Debbie Phelps""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454828/connected/movistar,"movistar - ""Connected""","Television Connected for movistar by Y&R Lima - Connected, we can do more.","movistar - ""Connected""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454829/escalator/boston-bruins,"Boston Bruins - ""Escalator""",Television Escalator for Boston Bruins by MullenLowe Boston - Bruins Hockey Rules,"Boston Bruins - ""Escalator""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454882/nakamura/adidas,"adidas - ""Nakamura""",Television Nakamura for adidas by TBWA\HAKUHODO - Impossible is Nothing,"adidas - ""Nakamura""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454883/catch/magners,"Magners - ""Catch""",Television Catch for Magners by The Red Brick Road - There's Method In The Magners,"Magners - ""Catch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454905/replay/gatorade,"Gatorade - ""Replay""",Case Study Replay for Gatorade by TBWA\Chiat\Day Los Angeles,"Gatorade - ""Replay""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454990/leroy-smith-2-on-2-hall-of-fame-challenge/jordan,"Jordan - ""Leroy Smith 2 on 2 Hall of Fame Challenge""",Web Film Leroy Smith 2 on 2 Hall of Fame Challenge for Jordan by Blast Radius,"Jordan - ""Leroy Smith 2 on 2 Hall of Fame Challenge""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454995/jersey-creator/ea-sports,"EA Sports - ""Jersey Creator""",Web Site Jersey Creator for EA Sports by Blast Radius,"EA Sports - ""Jersey Creator""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454996/flight-club/jordan,"Jordan - ""Flight Club""",Web Site Flight Club for Jordan by Blast Radius,"Jordan - ""Flight Club""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34454997/breakfast-club/jordan,"Jordan - ""Breakfast Club""",Web Site Breakfast Club for Jordan by Blast Radius,"Jordan - ""Breakfast Club""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455005/flash/buffalo-wild-wings-grill-bar,"Buffalo Wild Wings Grill & Bar - ""Flash""",Television Flash for Buffalo Wild Wings Grill & Bar by 22squared - You Have To Be Here,"Buffalo Wild Wings Grill & Bar - ""Flash""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455007/glitter-unicorn/cbssports-com,"CBSSports.com - ""Glitter Unicorn""",Flash Animation Glitter Unicorn for CBSSports.com by 22squared,"CBSSports.com - ""Glitter Unicorn""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455008/pet-the-kitty/cbssports-com,"CBSSports.com - ""Pet The Kitty""",Flash Animation Pet The Kitty for CBSSports.com by 22squared,"CBSSports.com - ""Pet The Kitty""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455018/hula-hoop/cbssports-com,"CBSSports.com - ""Hula Hoop""",Web Advertising/Banners Hula Hoop for CBSSports.com by 22squared,"CBSSports.com - ""Hula Hoop""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455025/journey-of-football/puma,"Puma - ""Journey of Football""",Television Journey of Football for Puma by Syrup - Love Equals Football,"Puma - ""Journey of Football""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455088/rewrite-the-rules-of-speed/nike-football,"Nike Football - ""Rewrite The Rules of Speed""",Television Rewrite The Rules of Speed for Nike Football by Wieden + Kennedy Amsterdam,"Nike Football - ""Rewrite The Rules of Speed""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455099/questions/ymca,"YMCA - ""Questions""",Television Questions for YMCA by TBWA\Vancouver - Bringing people together.,"YMCA - ""Questions""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455105/earl-and-tiger/nike-golf,"Nike Golf - ""Earl and Tiger""",Television Earl and Tiger for Nike Golf by Wieden + Kennedy - Earl Woods asks his son a few questions before Tiger's return to golf.,"Nike Golf - ""Earl and Tiger""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455111/caroline/espn,"ESPN - ""Caroline""","Television Caroline for ESPN by Wieden + Kennedy - 
On an ordinary night during the Major League Baseball season there are up 
to 15 games being televise...","ESPN - ""Caroline""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455112/fantasy-trade/espn,"ESPN - ""Fantasy Trade""","Television Fantasy Trade for ESPN by Wieden + Kennedy - 
On an ordinary night during the Major League Baseball season there are up 
to 15 games being tel...","ESPN - ""Fantasy Trade""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455120/sports/red-balloon,"Red Balloon - ""Sports""",Print Sports for Red Balloon by Ogilvy Brasil Comunicação Ltda. - Broaden your child's horizons. Red Balloon. English classes for kids.,"Red Balloon - ""Sports""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455234/ball/corona,"Corona - ""Ball""",Television Ball for Corona by the community - Refreshes who we are,"Corona - ""Ball""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455237/visa-digital/visa-europe,"Visa Europe - ""Visa Digital""",Web Site Visa Digital for Visa Europe by Saatchi & Saatchi - Using Visas Flow brand property to celebrate their sponsorship of the FIFA World Cup.,"Visa Europe - ""Visa Digital""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455295/take-it-outside/minnesota-twins,"Minnesota Twins - ""Take It Outside""",Television Take It Outside for Minnesota Twins by Periscope - This is Twins territory.,"Minnesota Twins - ""Take It Outside""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455296/fall-get-up/onegoal,"OneGoal - ""Fall. Get Up.""",Print Fall. Get Up. for OneGoal by Periscope,"OneGoal - ""Fall. Get Up.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455383/superstar/sony-playstation-3,"Sony Playstation 3 - ""Superstar""",Television Superstar for Sony Playstation 3 by Deutsch - make.believe,"Sony Playstation 3 - ""Superstar""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455484/robben-island/espn,"ESPN - ""Robben Island""",Television Robben Island for ESPN by Wieden + Kennedy - One Game Changes Everything,"ESPN - ""Robben Island""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455495/i-can/singapore-2010-youth-olympic-games,"Singapore 2010 Youth Olympic Games - ""I Can""",Television I Can for Singapore 2010 Youth Olympic Games by McCann-Erickson Singapore - Blazing The Trail,"Singapore 2010 Youth Olympic Games - ""I Can""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455546/ben-roethlisberger/dicks-sporting-goods,"DICK's Sporting Goods - ""Ben Roethlisberger""",Television Ben Roethlisberger for DICK's Sporting Goods - Every Season Starts At DICK'S,"DICK's Sporting Goods - ""Ben Roethlisberger""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455556/g-oil-anthem/g-oil,"G-OIL - ""G-OIL Anthem""",Television G-OIL Anthem for G-OIL by Grey New York,"G-OIL - ""G-OIL Anthem""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455557/bobby/nhl,"NHL - ""Bobby""",Television Bobby for NHL by Y&R New York - History Will Be Made,"NHL - ""Bobby""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455558/mark/nhl,"NHL - ""Mark""",Television Mark for NHL by Y&R New York - History Will Be Made,"NHL - ""Mark""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455559/stevie-y/nhl,"NHL - ""Stevie Y""",Television Stevie Y for NHL by Y&R New York - History Will Be Made,"NHL - ""Stevie Y""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455576/roger-milla/coca-cola,"Coca-Cola - ""Roger Milla""","Television Roger Milla for Coca-Cola by Santo Buenos Aires - 
Our 2010 FIFA World Cup journey actually started in 2008 when Coca-Cola decided that Santo...","Coca-Cola - ""Roger Milla""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455577/quest/coca-cola,"Coca-Cola - ""Quest""","Television Quest for Coca-Cola by Santo Buenos Aires - Quest is a parable of an African kid who doesn't initially know how to celebrate, inviting us to joi...","Coca-Cola - ""Quest""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455609/dwight-howard/t-mobile,"T-Mobile - ""Dwight Howard""",Television Dwight Howard for T-Mobile by Publicis Seattle - stick together,"T-Mobile - ""Dwight Howard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455628/united/espn,"ESPN - ""United""",Television United for ESPN by Wieden + Kennedy - One Game Changes Everything,"ESPN - ""United""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455640/secret-training-camp/optus,"Optus - ""Secret Training Camp""",Television Secret Training Camp for Optus by M&C Saatchi,"Optus - ""Secret Training Camp""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455650/where-chemistry-happens/nba,"NBA - ""Where Chemistry Happens""",Television & Cinema Where Chemistry Happens for NBA by Goodby Silverstein & Partners - Where amazing happens .,"NBA - ""Where Chemistry Happens""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455651/where-anticipation-happens/nba,"NBA - ""Where Anticipation Happens""",Television & Cinema Where Anticipation Happens for NBA by Goodby Silverstein & Partners - Where amazing happens .,"NBA - ""Where Anticipation Happens""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455653/summer-drive-off-event/mazda,"Mazda - ""Summer Drive-Off Event""","Television & Cinema Summer Drive-Off Event for Mazda by Doner - Hurry in, Drive off","Mazda - ""Summer Drive-Off Event""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455732/david-carney/qantas,"Qantas - ""David Carney""",Television David Carney for Qantas by 303 MullenLowe - unleash,"Qantas - ""David Carney""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455733/luke-wilkshire/qantas,"Qantas - ""Luke Wilkshire""",Television Luke Wilkshire for Qantas by 303 MullenLowe - unleash,"Qantas - ""Luke Wilkshire""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455734/tim-cahill/qantas,"Qantas - ""Tim Cahill""",Television Tim Cahill for Qantas by 303 MullenLowe - unleash,"Qantas - ""Tim Cahill""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455735/badge/qantas,"Qantas - ""Badge""",Print Badge for Qantas by 303 MullenLowe - unleash,"Qantas - ""Badge""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455736/fear/qantas,"Qantas - ""Fear""",Print Fear for Qantas by 303 MullenLowe - unleash,"Qantas - ""Fear""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455737/unknown/qantas,"Qantas - ""Unknown""",Print Unknown for Qantas by 303 MullenLowe - unleash,"Qantas - ""Unknown""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455743/the-game-has-evolved/gatorade,"Gatorade - ""The Game Has Evolved""",Television The Game Has Evolved for Gatorade by TBWA\Chiat\Day Los Angeles - The Game Has Evolved,"Gatorade - ""The Game Has Evolved""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455768/sofaurus/axe-play,"Axe Play - ""Sofaurus""",Television Sofaurus for Axe Play by Ponce MullenLowe,"Axe Play - ""Sofaurus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455836/kendo/schick,"Schick - ""Kendo""",Television Kendo for Schick by J. Walter Thompson New York - Free Your Skin,"Schick - ""Kendo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455841/the-getaway/nike,"Nike + - ""The Getaway""",Television The Getaway for Nike + by Wieden + Kennedy,"Nike + - ""The Getaway""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455915/website/jason-richardson-foundation,"Jason Richardson Foundation - ""Website""",Case Study Website for Jason Richardson Foundation by Fidamont Inc.,"Jason Richardson Foundation - ""Website""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455930/fast-vs-fast/adidas,"adidas - ""Fast vs. Fast""",Television Fast vs. Fast for adidas by 180 Amsterdam - The Lightest. The Fastest.,"adidas - ""Fast vs. Fast""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455938/pennants/inesis,"Inesis - ""Pennants""",Television Pennants for Inesis by VMLY&R Paris,"Inesis - ""Pennants""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455966/i-am-ian-poulter/cobra,"Cobra - ""I Am Ian Poulter""",Television I Am Ian Poulter for Cobra by Vitro - Real Technology. Unreal Performance.,"Cobra - ""I Am Ian Poulter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455967/nine-times/cobra,"Cobra - ""Nine Times""",Television Nine Times for Cobra by Vitro - Real Technology. Unreal Performance.,"Cobra - ""Nine Times""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455968/what-is-real/cobra,"Cobra - ""What is real?""",Television What is real? for Cobra by Vitro - Real Technology. Unreal Performance.,"Cobra - ""What is real?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34455989/world-cup/bbc-sport,"BBC Sport - ""World Cup""",Television World Cup for BBC Sport by Y&R London,"BBC Sport - ""World Cup""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456015/team-talk/carlsberg,"Carlsberg - ""Team Talk""",Television Team Talk for Carlsberg by Saatchi & Saatchi - Probably the best lager in the world...,"Carlsberg - ""Team Talk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456028/field/pepsi-max,"Pepsi Max - ""Field""",Magazine Field for Pepsi Max by Gitam BBDO - For Small Efforts,"Pepsi Max - ""Field""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456029/pool/pepsi-max,"Pepsi Max - ""Pool""",Magazine Pool for Pepsi Max by Gitam BBDO - For Small Efforts,"Pepsi Max - ""Pool""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456030//pepsi-max,"Pepsi Max - """"",Magazine  for Pepsi Max by Gitam BBDO - For Small Efforts,"Pepsi Max - """"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456077/charli/ayami,"Ayami - ""Charli""",Magazine Charli for Ayami by Amsterdam Worldwide Group - Effort is beautiful,"Ayami - ""Charli""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456081/kari/ayami,"Ayami - ""Kari""",Magazine Kari for Ayami by Amsterdam Worldwide Group - Exhaustion is beautiful,"Ayami - ""Kari""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456082/sofia/ayami,"Ayami - ""Sofia""",Magazine Sofia for Ayami by Amsterdam Worldwide Group - Determination is beautiful,"Ayami - ""Sofia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456083/charli-dp/ayami,"Ayami - ""Charli (DP)""",Magazine Charli (DP) for Ayami by Amsterdam Worldwide Group - Effort is beautiful,"Ayami - ""Charli (DP)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456084/sofia-dp/ayami,"Ayami - ""Sofia (DP)""",Magazine Sofia (DP) for Ayami by Amsterdam Worldwide Group - Determination is beautiful,"Ayami - ""Sofia (DP)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456085/kari-dp/ayami,"Ayami - ""Kari (DP)""",Magazine Kari (DP) for Ayami by Amsterdam Worldwide Group - Exhaustion is beautiful,"Ayami - ""Kari (DP)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456205/swap/budweiser,"Budweiser - ""Swap""",Television Swap for Budweiser by DDB Chicago,"Budweiser - ""Swap""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456248/asics-ayami-making-of/ayami,"Ayami - ""Asics AYAMi Making Of""",Web Film Asics AYAMi Making Of for Ayami by Amsterdam Worldwide Group,"Ayami - ""Asics AYAMi Making Of""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456267/gloves/allstate,"Allstate - ""Gloves""",Television Gloves for Allstate by LAPIZ Hispanic Marketing,"Allstate - ""Gloves""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456308/mexican-national-team/home-depot,"Home Depot - ""Mexican National Team""",Television Mexican National Team for Home Depot by COMMONGROUND/MGS - More saving. More doing.,"Home Depot - ""Mexican National Team""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456336/unity/nba,"NBA - ""Unity""",Television Unity for NBA by Goodby Silverstein & Partners,"NBA - ""Unity""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456345/the-cactus/kipsta,"Kipsta - ""The Cactus""",Print The Cactus for Kipsta by VMLY&R Paris,"Kipsta - ""The Cactus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456389/write-the-future-180-sec/nike,"Nike - ""Write the Future (180 sec)""",Television Write the Future (180 sec) for Nike by Wieden + Kennedy Amsterdam - The possible futures of the world's top footballers are played out in epic f...,"Nike - ""Write the Future (180 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456391/write-the-future-60-sec/nike,"Nike - ""Write the Future (60 sec)""",Television Write the Future (60 sec) for Nike by Wieden + Kennedy Amsterdam - The possible futures of the world's top footballers are played out in epic fa...,"Nike - ""Write the Future (60 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456392/write-the-future-30-sec/nike,"Nike - ""Write the Future (30 sec)""",Television Write the Future (30 sec) for Nike by Wieden + Kennedy Amsterdam - The possible futures of the world's top footballers are played out in epic fa...,"Nike - ""Write the Future (30 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456393/write-the-future-15-sec/nike,"Nike - ""Write the Future (15 sec)""",Television Write the Future (15 sec) for Nike by Wieden + Kennedy Amsterdam - The possible futures of the world's top footballers are played out in epic fa...,"Nike - ""Write the Future (15 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456398/soccer/shun-restaurant,"Shun Restaurant - ""Soccer""",Magazine Soccer for Shun Restaurant by Grey United,"Shun Restaurant - ""Soccer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456409/wall-feat-memo-ochoa/allstate,"Allstate - ""Wall feat Memo Ochoa""",Television Wall feat Memo Ochoa for Allstate by LAPIZ Hispanic Marketing - Protection Is Our Game,"Allstate - ""Wall feat Memo Ochoa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456410/play/mastercard,"MasterCard - ""Play""",Television Play for MasterCard by MacLAREN McCANN - Priceless,"MasterCard - ""Play""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456464/chobi/mtv,"MTV - ""Chobi""",Television Chobi for MTV by the community,"MTV - ""Chobi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456465/spooky/mtv,"MTV - ""Spooky""",Television Spooky for MTV by the community,"MTV - ""Spooky""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456466/shto/mtv,"MTV - ""Shto""",Television Shto for MTV by the community,"MTV - ""Shto""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456540/ill-be-there/state-farm,"State Farm - ""I'll be There""",Television & Cinema I'll be There for State Farm by DDB New York,"State Farm - ""I'll be There""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456569/bike/ancma,"Ancma - ""Bike""",Print Bike for Ancma by VMLY&R ITALIA,"Ancma - ""Bike""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456570/moto/ancma,"Ancma - ""Moto""",Print Moto for Ancma by VMLY&R ITALIA,"Ancma - ""Moto""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456622/horse/volkswagen,"Volkswagen - ""Horse""",Television Horse for Volkswagen by Deutsch - Das Auto.,"Volkswagen - ""Horse""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456624/sagers-coat/volkswagen,"Volkswagen - ""Sager's Coat""",Television Sager's Coat for Volkswagen by Deutsch - Das Auto.,"Volkswagen - ""Sager's Coat""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456625/two-punches/volkswagen,"Volkswagen - ""Two Punches""",Television Two Punches for Volkswagen by Deutsch - Das Auto.,"Volkswagen - ""Two Punches""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456670/bus/cniel,"CNIEL - ""Bus""","Television Bus for CNIEL by la chose  - There is no secret, drink milk","CNIEL - ""Bus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456671/fish/cniel,"CNIEL - ""Fish""","Television Fish for CNIEL by la chose  - There is no secret, drink milk","CNIEL - ""Fish""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456703/boxing/schick,"Schick - ""Boxing""",Television Boxing for Schick by J. Walter Thompson New York - Free Your Skin,"Schick - ""Boxing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456704/strahan-sack/dr-pepper-cherry,"Dr Pepper Cherry - ""Strahan/Sack""",Television Strahan/Sack for Dr Pepper Cherry by Deutsch,"Dr Pepper Cherry - ""Strahan/Sack""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456705/argentinians/tyc-sports,"TyC Sports - ""Argentinians""",Television & Cinema Argentinians for TyC Sports by Y&R Argentina,"TyC Sports - ""Argentinians""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34456753/team-spirit/adidas,"Adidas - ""Team Spirit""",Case Study Team Spirit for Adidas by North Kingdom,"Adidas - ""Team Spirit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
